title,released,rating_x,ratings_count_x,metacritic_score,genres,platforms,developer,publisher,rating_y,user score,ratings_count_y
HARDWARE RIVALS,2016-01-05,,,,VEHICLE COMBAT SIM,PLAYSTATION 4,SCEA,SCEA,RATED E +10 FOR EVERYONE +10,5.1,87.0
HARDWARE: RIVALS,2016-01-05,EVERYONE 10+,119.0,,,,,,,,
HARDWOOD BACKGAMMON,2005-12-08,,,,BOARD,XBOX 360,SILVER CREEK ENTERTAINMENT,SILVER CREEK ENTERTAINMENT,RATED E FOR EVERYONE,0.0,0.0
HARDWOOD HEARTS,2005-12-08,,,,BOARD,XBOX 360,SILVER CREEK ENTERTAINMENT,SILVER CREEK ENTERTAINMENT,RATED E FOR EVERYONE,0.0,0.0
HARDWOOD SPADES,2005-12-08,,,,BOARD,XBOX 360,SILVER CREEK ENTERTAINMENT,SILVER CREEK ENTERTAINMENT,RATED E FOR EVERYONE,0.0,0.0
HARE IN THE HAT,2014-12-21,,8.0,,,,,,,,
HARMOKNIGHT,2013-03-28,,,,RHYTHM,3DS,GAME FREAK,NINTENDO,RATED E FOR EVERYONE,7.4,48.0
HARMONIX MUSIC VR,2016-10-10,,,,DANCING,PLAYSTATION 4,HARMONIX MUSIC SYSTEMS,HARMONIX MUSIC SYSTEMS,RATED E FOR EVERYONE,7.0,21.0
HARMONY THE FALL OF REVERIE,2023-06-08,,,,VISUAL NOVEL,NINTENDO SWITCH,DONTNOD ENTERTAINMENT,DONTNOD ENTERTAINMENT,,5.8,23.0
HAROLD,2015-02-12,,,,2D PLATFORMER,PC,MOON SPIDER STUDIO,MOON SPIDER STUDIO,,6.0,11.0
HARRY POTTER AND THE CHAMBER OF SECRETS,2002-11-15,EVERYONE,379.0,74.0,,,,,,,
HARRY POTTER AND THE CHAMBER OF SECRETS,2002-11-15,,,,ACTION ADVENTURE,PLAYSTATION 2,ELECTRONIC ARTS,EA GAMES,RATED E FOR EVERYONE,7.9,83.0
HARRY POTTER AND THE DEATHLY HALLOWS PART 1,2010-11-16,,,,THIRD PERSON SHOOTER,XBOX 360,EA BRIGHT LIGHT,ELECTRONIC ARTS,RATED T FOR TEEN,4.4,57.0
HARRY POTTER AND THE DEATHLY HALLOWS PART 2,2011-07-12,,,,THIRD PERSON SHOOTER,WII,EA BRIGHT LIGHT,ELECTRONIC ARTS,RATED T FOR TEEN,4.7,34.0
HARRY POTTER AND THE DEATHLY HALLOWS: PART 1,2010-11-16,TEEN,83.0,38.0,,,,,,,
HARRY POTTER AND THE DEATHLY HALLOWS: PART 2,2011-07-12,TEEN,71.0,43.0,,,,,,,
HARRY POTTER AND THE GOBLET OF FIRE,2005-11-08,EVERYONE 10+,203.0,67.0,,,,,,,
HARRY POTTER AND THE GOBLET OF FIRE,2005-11-08,,,,ACTION ADVENTURE,XBOX,ELECTRONIC ARTS,ELECTRONIC ARTS,RATED E +10 FOR EVERYONE +10,5.5,55.0
HARRY POTTER AND THE HALF-BLOOD PRINCE,2009-06-30,TEEN,181.0,64.0,,,,,,,
HARRY POTTER AND THE HALFBLOOD PRINCE,2009-06-30,,,,ACTION ADVENTURE,XBOX 360,EA BRIGHT LIGHT,EA GAMES,RATED E +10 FOR EVERYONE +10,4.3,27.0
HARRY POTTER AND THE ORDER OF THE PHOENIX,2007-06-15,EVERYONE 10+,205.0,65.0,,,,,,,
HARRY POTTER AND THE ORDER OF THE PHOENIX,2007-06-25,,,,ACTION ADVENTURE,WII,EA GAMES,EA GAMES,RATED E +10 FOR EVERYONE +10,4.7,27.0
HARRY POTTER AND THE PRISONER OF AZKABAN,2004-05-25,,,,RPG,GAME BOY ADVANCE,GRIPTONITE GAMES,EA GAMES,RATED E FOR EVERYONE,8.1,18.0
HARRY POTTER AND THE PRISONER OF AZKABAN,2004-06-01,EVERYONE,272.0,68.0,,,,,,,
HARRY POTTER AND THE PRISONER OF AZKABAN,2004-06-02,,,,ACTION ADVENTURE,PC,EA GAMES,EA GAMES,RATED E FOR EVERYONE,8.0,62.0
HARRY POTTER AND THE SORCERER'S STONE,2001-11-16,EVERYONE,472.0,60.0,,,,,,,
HARRY POTTER AND THE SORCERER'S STONE,2003-12-09,,,,ACTION ADVENTURE,PLAYSTATION,WARTHOG,EA GAMES,RATED E FOR EVERYONE,6.6,45.0
HARRY POTTER FOR KINECT,2012-10-09,,,,ACTION ADVENTURE,XBOX 360,EUROCOM,WARNER BROS. INTERACTIVE ENTERTAINMENT,RATED E +10 FOR EVERYONE +10,4.7,21.0
HARRY POTTER HOGWARTS MYSTERY,2018-04-25,,,,VIRTUAL LIFE,IOS (IPHONE/IPAD),"JAM CITY, INC.",WARNER BROS. INTERACTIVE ENTERTAINMENT,,2.5,143.0
HARRY POTTER QUIDDITCH WORLD CUP,2003-10-28,,,,TEAM SPORTS,PLAYSTATION 2,MAGIC POCKETS,ELECTRONIC ARTS,RATED E FOR EVERYONE,7.4,25.0
HARRY POTTER WIZARDS UNITE,2019-06-20,,,,RPG,IOS (IPHONE/IPAD),NIANTIC LABS,WARNER BROS. INTERACTIVE ENTERTAINMENT,,2.9,24.0
HARRY POTTER: QUIDDITCH WORLD CUP,2003-10-28,EVERYONE,106.0,68.0,,,,,,,
HARVEST MOON 3D A NEW BEGINNING,2012-11-06,,,,TYCOON,3DS,MARVELOUS AQL,NATSUME,RATED E FOR EVERYONE,7.8,73.0
HARVEST MOON 3D THE LOST VALLEY,2014-11-04,,,,TYCOON,3DS,NATSUME,NATSUME,RATED E FOR EVERYONE,4.1,54.0
HARVEST MOON 64,1999-11-30,,,,TYCOON,NINTENDO 64,VICTOR INTERACTIVE SOFTWARE,NATSUME,RATED E FOR EVERYONE,8.4,48.0
HARVEST MOON A WONDERFUL LIFE,2004-03-16,,,,TYCOON,GAMECUBE,TOSE,NATSUME,RATED E FOR EVERYONE,7.0,48.0
HARVEST MOON ANIMAL PARADE,2009-11-12,,,,TYCOON,WII,MARVELOUS ENTERTAINMENT,NATSUME,RATED E FOR EVERYONE,8.6,28.0
HARVEST MOON ANOTHER WONDERFUL LIFE,2005-07-26,,,,TYCOON,GAMECUBE,TOSE,NATSUME,RATED E FOR EVERYONE,5.8,16.0
HARVEST MOON DS,2006-09-12,,,,TYCOON,DS,TOSE,NATSUME,RATED E FOR EVERYONE,7.6,19.0
HARVEST MOON DS GRAND BAZAAR,2010-08-24,,,,TYCOON,DS,MARVELOUS ENTERTAINMENT,NATSUME,RATED E FOR EVERYONE,7.8,13.0
HARVEST MOON DS ISLAND OF HAPPINESS,2008-08-26,,,,TYCOON,DS,TOSE,NATSUME,RATED E FOR EVERYONE,7.9,8.0
HARVEST MOON DS SUNSHINE ISLANDS,2009-11-12,,,,TYCOON,DS,MARVELOUS ENTERTAINMENT,NATSUME,RATED E FOR EVERYONE,7.5,14.0
HARVEST MOON FRANTIC FARMING,2009-08-25,,,,PUZZLE,DS,NATSUME,NATSUME,RATED E FOR EVERYONE,5.2,5.0
HARVEST MOON MAGICAL MELODY,2006-03-28,,,,TYCOON,GAMECUBE,MARVELOUS ENTERTAINMENT,NATSUME,RATED E FOR EVERYONE,7.8,23.0
HARVEST MOON MORE FRIENDS OF MINERAL TOWN,2005-07-26,,,,TYCOON,GAME BOY ADVANCE,TOSE,NATSUME,RATED E FOR EVERYONE,7.3,18.0
HARVEST MOON ONE WORLD,2021-03-02,,,,TYCOON,NINTENDO SWITCH,NATSUME,NATSUME,RATED E FOR EVERYONE,4.3,55.0
HARVEST MOON SAVE THE HOMELAND,2001-11-22,,,,TYCOON,PLAYSTATION 2,VICTOR INTERACTIVE SOFTWARE,NATSUME,RATED E FOR EVERYONE,7.4,23.0
HARVEST MOON SKYTREE VILLAGE,2016-11-08,,,,TYCOON,3DS,NATSUME,NATSUME,RATED E FOR EVERYONE,5.9,12.0
HARVEST MOON THE TALE OF TWO TOWNS,2011-11-01,,,,TYCOON,3DS,MARVELOUS ENTERTAINMENT,NATSUME,RATED E FOR EVERYONE,6.3,36.0
HARVEST MOON TREE OF TRANQUILITY,2008-09-30,,,,TYCOON,WII,MARVELOUS ENTERTAINMENT,NATSUME,RATED E FOR EVERYONE,7.3,18.0
HARVEST SEASONS,,,3.0,,,,,,,,
HARVEST: MASSIVE ENCOUNTER,2008-03-05,,9.0,,,,,,,,
HARVESTELLA,2022-11-04,,,,ACTION RPG,NINTENDO SWITCH,LIVE WIRE,SQUARE ENIX,RATED T FOR TEEN,4.4,158.0
HARVESTER,1996-09-25,MATURE,32.0,53.0,,,,,,,
HARVESTER,1996-10-01,,,,POINT-AND-CLICK,PC,DIGIFX INTERACTIVE,MERIT STUDIOS,RATED M FOR MATURE,7.0,52.0
HARVEY BIRDMAN ATTORNEY AT LAW,2008-01-08,,,,FIRST-PERSON ADVENTURE,PLAYSTATION 2,HIGH VOLTAGE SOFTWARE,CAPCOM,RATED T FOR TEEN,6.2,5.0
HAS-BEEN HEROES,2017-03-27,EVERYONE 10+,14.0,63.0,,,,,,,
HASBEEN HEROES,2017-03-28,,,,TURN-BASED TACTICS,NINTENDO SWITCH,"FROZENBYTE, INC.",GAMETRUST,RATED E +10 FOR EVERYONE +10,7.2,133.0
HASBRO FAMILY GAME NIGHT,2008-11-11,,,,BOARD,WII,EA BRIGHT LIGHT,ELECTRONIC ARTS,RATED E FOR EVERYONE,4.0,6.0
HASBRO FAMILY GAME NIGHT 2,2009-10-26,,,,PARTY,WII,ELECTRONIC ARTS,ELECTRONIC ARTS,RATED E FOR EVERYONE,0.0,0.0
HASBRO FAMILY GAME NIGHT BATTLESHIP,2009-03-18,,,,BOARD,XBOX 360,ELECTRONIC ARTS,ELECTRONIC ARTS,RATED E FOR EVERYONE,0.0,0.0
HASBRO FAMILY GAME NIGHT CONNECT FOUR,2009-03-18,,,,BOARD,XBOX 360,ELECTRONIC ARTS,ELECTRONIC ARTS,RATED E FOR EVERYONE,0.0,0.0
HASBRO FAMILY GAME NIGHT SCRABBLE,2009-03-18,,,,BOARD,XBOX 360,ELECTRONIC ARTS,ELECTRONIC ARTS,RATED E FOR EVERYONE,0.0,0.0
HASBRO FAMILY GAME NIGHT SORRY!,2009-03-18,,,,BOARD,XBOX 360,ELECTRONIC ARTS,ELECTRONIC ARTS,RATED E FOR EVERYONE,0.0,0.0
HASBRO FAMILY GAME NIGHT SORRY! SLIDERS,2009-03-18,,,,BOARD,XBOX 360,ELECTRONIC ARTS,ELECTRONIC ARTS,RATED E FOR EVERYONE,0.0,0.0
HASBRO FAMILY GAME NIGHT YAHTZEE,2009-03-18,,,,BOARD,XBOX 360,ELECTRONIC ARTS,ELECTRONIC ARTS,,0.0,0.0
HATE PLUS,2013-08-19,,19.0,,,,,,,,
HATOFUL BOYFRIEND,2012-02-15,,,,VISUAL NOVEL,PC,HATO MOA,MIST[PSI]PRESS,,7.1,98.0
HATOFUL BOYFRIEND,2014-09-03,TEEN,194.0,68.0,,,,,,,
HATOFUL BOYFRIEND HOLIDAY STAR,2012-12-25,,,,VISUAL NOVEL,PC,HATO MOA,MIST[PSI]PRESS,,7.8,16.0
HATOFUL BOYFRIEND: HOLIDAY STAR,2015-12-14,EVERYONE 10+,17.0,54.0,,,,,,,
HATRED,2015-06-01,ADULTS ONLY,182.0,43.0,,,,,,,
HATRED,2015-06-01,,,,TOP-DOWN SHOOT-'EM-UP,PC,DESTRUCTIVE CREATIONS,DESTRUCTIVE CREATIONS,,4.8,736.0
HATSUNE MIKU PROJECT DIVA F,2014-03-04,,,,RHYTHM,PLAYSTATION 3,SEGA,SEGA,RATED T FOR TEEN,8.1,99.0
HATSUNE MIKU PROJECT DIVA F 2ND,2014-11-18,,,,RHYTHM,PLAYSTATION 3,SEGA,SEGA,RATED T FOR TEEN,8.1,73.0
HATSUNE MIKU PROJECT DIVA FUTURE TONE  COLORFUL TONE,2017-01-10,,,,RHYTHM,PLAYSTATION 4,SEGA,SEGA,RATED T FOR TEEN,7.9,79.0
HATSUNE MIKU PROJECT DIVA FUTURE TONE  FUTURE SOUND,2017-01-10,,,,RHYTHM,PLAYSTATION 4,SEGA,SEGA,RATED T FOR TEEN,7.7,78.0
HATSUNE MIKU PROJECT DIVA MEGAMIX,2020-05-15,,,,RHYTHM,NINTENDO SWITCH,SEGA AM2,SEGA,RATED T FOR TEEN,8.6,77.0
HATSUNE MIKU PROJECT DIVA MEGAMIX+,2022-05-26,,,,RHYTHM,PC,SEGA AM2,SEGA,RATED T FOR TEEN,7.3,11.0
HATSUNE MIKU PROJECT DIVA X,2016-08-30,,,,RHYTHM,PLAYSTATION VITA,SEGA,SEGA,RATED T FOR TEEN,7.4,83.0
HATSUNE MIKU PROJECT MIRAI DX,2015-09-08,,,,RHYTHM,3DS,SEGA,SEGA,,8.2,99.0
HATSUNE MIKU: PROJECT DIVA F,2012-08-30,TEEN,41.0,,,,,,,,
HATSUNE MIKU: PROJECT DIVA FUTURE TONE,2017-01-10,TEEN,105.0,84.0,,,,,,,
HATSUNE MIKU: PROJECT DIVA MEGA MIX+,2022-05-26,,13.0,,,,,,,,
HATSUNE MIKU: PROJECT DIVA X,2016-03-24,TEEN,44.0,,,,,,,,
HATSUNE MIKU: PROJECT DIVA Ƒ 2ND,2014-03-27,,37.0,,,,,,,,
HATSUNE MIKU: VR FUTURE LIVE,2016-10-13,TEEN,23.0,,,,,,,,
HAUNT,2012-01-18,,,,SURVIVAL,XBOX 360,NANAON-SHA,MICROSOFT GAME STUDIOS,RATED E +10 FOR EVERYONE +10,7.8,16.0
HAUNT THE HOUSE: TERRORTOWN,2014-06-05,,26.0,,,,,,,,
HAUNTED,2014-08-18,,3.0,76.0,,,,,,,
HAUNTED DUNGEONS HYAKKI CASTLE,2017-11-14,,,,RPG,NINTENDO SWITCH,ASAKUSA STUDIOS,HAPPINET,,0.0,0.0
HAUNTED HOLLOW,2013-05-02,,,,BOARD,IOS (IPHONE/IPAD),2K GAMES,2K GAMES,,0.0,0.0
HAUNTED HOUSE,2023-10-12,,,,ACTION ADVENTURE,PLAYSTATION 5,ORBIT STUDIO,ATARI,RATED E +10 FOR EVERYONE +10,0.0,0.0
HAUNTED MEMORIES,2013-09-30,,8.0,,,,,,,,
HAUNTING GROUND,2005-05-10,,,,SURVIVAL,PLAYSTATION 2,CAPCOM,CAPCOM,RATED M FOR MATURE,8.9,121.0
HAVE A NICE DEATH,2023-03-22,,58.0,,,,,,,,
HAVE A NICE DEATH,2023-03-22,,,,2D PLATFORMER,PC,MAGIC DESIGN STUDIOS,GEARBOX PUBLISHING,,7.7,46.0
HAVEN,2020-12-03,MATURE,153.0,75.0,,,,,,,
HAVEN,2020-12-03,,,,ADVENTURE,PC,THE GAME BAKERS,THE GAME BAKERS,RATED M FOR MATURE,7.8,111.0
HAVEN (2016),2016-08-04,,9.0,,,,,,,,
HAVEN CALL OF THE KING,2002-11-17,,,,3D PLATFORMER,PLAYSTATION 2,TRAVELLER'S TALES,MIDWAY,RATED T FOR TEEN,7.4,12.0
HAVEN PARK,2021-08-04,,15.0,,,,,,,,
HAVEN PARK,2021-08-05,,,,THIRD-PERSON ADVENTURE,PC,BUBBLE STUDIO,MOONEYE STUDIOS,RATED E FOR EVERYONE,7.5,11.0
HAWKEN,2012-12-12,,,,TACTICAL FPS,PC,RELOADED GAMES,ADHESIVE GAMES,RATED T FOR TEEN,7.7,304.0
HAWKEN,2014-02-14,TEEN,295.0,73.0,,,,,,,
HAYDEE,2016-09-26,,34.0,,,,,,,,
HAZARD OPS,2014-10-08,,7.0,,,,,,,,
HAZE,2008-05-20,,,,FPS,PLAYSTATION 3,FREE RADICAL DESIGN,UBISOFT,RATED M FOR MATURE,4.7,95.0
HBO BOXING,2000-11-20,,,,COMBAT SPORT,PLAYSTATION,OSIRIS STUDIOS,ACCLAIM,RATED E FOR EVERYONE,3.8,6.0
HD POKER,2018-09-06,,2.0,,,,,,,,
HEAD GOAL,2017-08-18,,4.0,,,,,,,,
HEAD SHOT,2016-06-03,,34.0,,,,,,,,
HEADHUNTER,2002-05-14,,,,ACTION ADVENTURE,PLAYSTATION 2,AMUZE,ACCLAIM,RATED M FOR MATURE,8.4,15.0
HEADHUNTER REDEMPTION,2004-09-21,,,,ACTION ADVENTURE,PLAYSTATION 2,AMUZE,SEGA,RATED M FOR MATURE,7.8,6.0
HEADLAND,2022-01-13,,,,ACTION ADVENTURE,NINTENDO SWITCH,NORTHPLAY APS,NORTHPLAY APS,RATED E FOR EVERYONE,0.0,0.0
HEADLANDER,2016-07-25,,98.0,74.0,,,,,,,
HEADLANDER,2016-07-26,,,,2D PLATFORMER,PC,DOUBLE FINE PRODUCTIONS,ADULT SWIM,RATED T FOR TEEN,7.1,36.0
HEADLINER NOVINEWS,2019-09-05,,,,ADVENTURE,NINTENDO SWITCH,UNBOUND CREATIONS,UNBOUND CREATIONS,RATED T FOR TEEN,7.6,10.0
HEADMASTER,2016-10-13,,,,SOCCER,PLAYSTATION 4,FRAME INTERACTIVE,SONY INTERACTIVE ENTERTAINMENT,RATED E +10 FOR EVERYONE +10,7.5,43.0
HEADS UP! HOT DOGS,2012-11-01,,,,ACTION,IOS (IPHONE/IPAD),ADULT SWIM,ADULT SWIM,,0.0,0.0
HEADSNATCHERS,2018-07-24,EVERYONE 10+,128.0,,,,,,,,
HEADSPUN,2019-08-28,,,,ADVENTURE,PC,SUPERSTRING,SUPERSTRING,,0.0,0.0
HEAL,2020-04-09,,3.0,,,,,,,,
HEART OF DARKNESS,1998-01-01,,51.0,,,,,,,,
HEART OF THE EMBERSTONE: COLISEUM,2017-12-18,,3.0,,,,,,,,
HEART&SLASH,2016-06-24,,13.0,,,,,,,,
HEART&SLASH,2016-06-24,,,,3D BEAT-'EM-UP,PC,AHEARTFULOFGAMES,BADLAND GAMES,RATED E +10 FOR EVERYONE +10,7.4,5.0
HEARTHLANDS,2014-12-12,,9.0,,,,,,,,
HEARTHSTONE,2014-03-11,TEEN,599.0,90.0,,,,,,,
HEARTHSTONE HEROES OF WARCRAFT,2014-03-11,,,,CARD BATTLE,PC,BLIZZARD ENTERTAINMENT,BLIZZARD ENTERTAINMENT,RATED T FOR TEEN,5.7,2442.0
HEARTHSTONE HEROES OF WARCRAFT  BLACKROCK MOUNTAIN,2015-04-02,,,,CARD BATTLE,PC,BLIZZARD ENTERTAINMENT,BLIZZARD ENTERTAINMENT,,5.4,79.0
HEARTHSTONE HEROES OF WARCRAFT  CURSE OF NAXXRAMAS,2014-07-22,,,,CARD BATTLE,PC,BLIZZARD ENTERTAINMENT,BLIZZARD ENTERTAINMENT,,6.2,93.0
HEARTHSTONE HEROES OF WARCRAFT  GOBLINS VS GNOMES,2014-12-08,,,,CARD BATTLE,PC,BLIZZARD ENTERTAINMENT,BLIZZARD ENTERTAINMENT,,5.9,123.0
HEARTHSTONE HEROES OF WARCRAFT  JOURNEY TO UN'GORO,2017-04-06,,,,CARD BATTLE,PC,BLIZZARD ENTERTAINMENT,BLIZZARD ENTERTAINMENT,,3.7,65.0
HEARTHSTONE HEROES OF WARCRAFT  THE GRAND TOURNAMENT,2015-08-24,,,,CARD BATTLE,IOS (IPHONE/IPAD),BLIZZARD ENTERTAINMENT,BLIZZARD ENTERTAINMENT,,4.0,146.0
HEARTHSTONE HEROES OF WARCRAFT  WHISPERS OF THE OLD GODS,2016-04-26,,,,CARD BATTLE,PC,BLIZZARD ENTERTAINMENT,BLIZZARD ENTERTAINMENT,,4.8,141.0
HEARTOMICS,2016-03-24,,2.0,,,,,,,,
HEARTOMICS 2,2016-03-25,,2.0,,,,,,,,
HEARTS OF IRON,2002-11-24,,,,REAL-TIME STRATEGY,PC,PARADOX DEVELOPMENT STUDIO,STRATEGY FIRST,RATED E FOR EVERYONE,7.5,25.0
HEARTS OF IRON 2 COMPLETE,2009-01-23,,21.0,83.0,,,,,,,
HEARTS OF IRON II,2005-01-04,,,,REAL-TIME STRATEGY,PC,PARADOX DEVELOPMENT STUDIO,PARADOX INTERACTIVE,RATED E FOR EVERYONE,8.2,81.0
HEARTS OF IRON II DOOMSDAY,2006-04-07,,,,REAL-TIME STRATEGY,PC,PARADOX DEVELOPMENT STUDIO,PARADOX INTERACTIVE,RATED E FOR EVERYONE,8.1,33.0
HEARTS OF IRON III,2009-08-06,,60.0,77.0,,,,,,,
HEARTS OF IRON III,2009-08-07,,,,REAL-TIME STRATEGY,PC,PARADOX DEVELOPMENT STUDIO,PARADOX INTERACTIVE,RATED E +10 FOR EVERYONE +10,7.3,167.0
HEARTS OF IRON III SEMPER FI,2010-06-07,,,,REAL-TIME STRATEGY,PC,PARADOX DEVELOPMENT STUDIO,PARADOX INTERACTIVE,RATED E FOR EVERYONE,6.0,24.0
HEARTS OF IRON IV,2016-06-06,,340.0,83.0,,,,,,,
HEARTS OF IRON IV,2016-06-06,,,,REAL-TIME STRATEGY,PC,PARADOX DEVELOPMENT STUDIO,PARADOX INTERACTIVE,,7.8,1057.0
HEARTS OF IRON PLATINUM,2004-09-21,,,,REAL-TIME STRATEGY,PC,PARADOX DEVELOPMENT STUDIO,ATARI SA,RATED E FOR EVERYONE,6.5,12.0
HEAT SIGNATURE,2017-09-21,,94.0,79.0,,,,,,,
HEAT SIGNATURE,2017-09-21,,,,ACTION,PC,TOM FRANCIS,TOM FRANCIS,,7.2,33.0
HEATSEEKER,2007-05-01,,,,AIRCRAFT COMBAT SIM,WII,IR GURUS,CODEMASTERS,RATED T FOR TEEN,7.2,5.0
HEAVE HO,2019-08-29,EVERYONE 10+,44.0,,,,,,,,
HEAVE HO,2019-08-29,,,,PARTY,PC,LE CARTEL STUDIO,DEVOLVER DIGITAL,RATED E +10 FOR EVERYONE +10,8.2,20.0
HEAVEN & HELL,2003-08-31,,,,STRATEGY,PC,MADCAT INTERACTIVE SOFTWARE,CDV SOFTWARE,RATED E FOR EVERYONE,0.0,0.0
HEAVEN BURNS RED,2022-08-10,TEEN,7.0,,,,,,,,
HEAVEN FOREST - VR MMO,2016-12-14,,10.0,,,,,,,,
HEAVEN FOREST NIGHTS,2017-03-14,,11.0,,,,,,,,
HEAVEN ISLAND - VR MMO,2015-12-23,,35.0,,,,,,,,
HEAVEN ISLAND LIFE,2016-04-21,,34.0,,,,,,,,
HEAVEN'S HOPE,2016-02-25,,,,POINT-AND-CLICK,PC,MOSAIC MASK,EUROVIDEO MEDIEN,,6.8,12.0
HEAVEN'S VAULT,2019-04-15,,33.0,75.0,,,,,,,
HEAVEN'S VAULT,2019-04-16,,,,ADVENTURE,PC,INKLE,INKLE,,6.3,29.0
HEAVENLY BODIES,2021-12-07,,45.0,80.0,,,,,,,
HEAVENLY SWORD,2007-09-12,TEEN,71.0,79.0,,,,,,,
HEAVENLY SWORD,2007-09-12,,,,3D BEAT-'EM-UP,PLAYSTATION 3,NINJA THEORY,SCEA,RATED T FOR TEEN,7.3,309.0
HEAVENSTRIKE RIVALS,2015-02-25,,,,CARD BATTLE,IOS (IPHONE/IPAD),MEDIATONIC,SQUARE ENIX,,7.1,7.0
HEAVY BULLETS,2014-09-18,,43.0,72.0,,,,,,,
HEAVY BULLETS,2014-09-18,,,,FPS,PC,TERRI VELLIMANN,DEVOLVER DIGITAL,,8.0,10.0
HEAVY FIRE RED SHADOW,2018-10-16,,,,FPS,XBOX ONE,MASTIFF,MASTIFF,RATED T FOR TEEN,4.3,10.0
HEAVY FIRE: AFGHANISTAN,2011-11-08,,13.0,,,,,,,,
HEAVY METAL BABES,,,7.0,,,,,,,,
HEAVY METAL FAKK 2,2000-08-06,,,,THIRD PERSON SHOOTER,PC,RITUAL ENTERTAINMENT,GATHERING,RATED M FOR MATURE,7.7,34.0
HEAVY METAL GEOMATRIX,2001-09-13,,,,3D FIGHTING,DREAMCAST,CAPCOM,CAPCOM,RATED M FOR MATURE,6.8,5.0
HEAVY METAL MACHINES,2017-01-31,,85.0,,,,,,,,
HEAVY RAIN,2010-02-17,MATURE,2351.0,80.0,,,,,,,
HEAVY RAIN,2010-02-23,,,,THIRD-PERSON ADVENTURE,PLAYSTATION 3,QUANTIC DREAM,SCEA,RATED M FOR MATURE,8.5,2277.0
HEAVY RAIN & BEYOND TWO SOULS COLLECTION,2016-03-01,,,,COMPILATION,PLAYSTATION 4,QUANTIC DREAM,SCEA,RATED M FOR MATURE,8.5,325.0
HEAVY RAIN CHRONICLES EPISODE 1 THE TAXIDERMIST,2010-04-04,,,,THIRD-PERSON ADVENTURE,PLAYSTATION 3,QUANTIC DREAM,SCEA,RATED M FOR MATURE,8.1,87.0
HEAVY RAIN MOVE EDITION,2010-09-22,,,,THIRD-PERSON ADVENTURE,PLAYSTATION 3,QUANTIC DREAM,SCEA,RATED M FOR MATURE,8.1,117.0
HEAVY WEAPON,2008-01-01,TEEN,43.0,,,,,,,,
HEAVY WEAPON ATOMIC TANK,2007-01-17,,,,VERTICAL SHOOT-'EM-UP,PLAYSTATION 3,POPCAP,MICROSOFT GAME STUDIOS,RATED E +10 FOR EVERYONE +10,7.3,15.0
HEBEREKE!: MARCH! RED ARMY GIRLS' BRIGADE,2016-09-30,,3.0,,,,,,,,
HECKABOMB,2015-02-27,,16.0,,,,,,,,
HECTOR BADGE OF CARNAGE  EPISODE 1 WE NEGOTIATE WITH TERRORISTS,,,,,ACTION ADVENTURE,IOS (IPHONE/IPAD),STRAANDLOOPER,TELLTALE GAMES,,0.0,0.0
HECTOR: BADGE OF CARNAGE - FULL SERIES,2011-04-27,,44.0,75.0,,,,,,,
HECTOR: EPISODE 1,,,38.0,,,,,,,,
HECTOR: EPISODE 2,2010-06-03,,37.0,,,,,,,,
HEDON,2019-03-21,,13.0,,,,,,,,
HEGEMONIA LEGIONS OF IRON,2002-11-13,,,,REAL-TIME STRATEGY,PC,DIGITAL REALITY,DREAMCATCHER INTERACTIVE,RATED T FOR TEEN,7.0,20.0
HEGEMONY ROME: THE RISE OF CAESAR,2014-05-15,,4.0,,,,,,,,
HEGIS' GRASP,,,1.0,,,,,,,,
HEILEEN 1: SAIL AWAY,2014-06-06,,7.0,,,,,,,,
HEILEEN 2: THE HANDS OF FATE,2014-06-11,,7.0,,,,,,,,
HEILEEN 3: NEW HORIZONS,2014-07-17,,5.0,,,,,,,,
HEKTOR,2015-03-13,,23.0,55.0,,,,,,,
HELHEIM HASSLE,2020-08-18,TEEN,9.0,74.0,,,,,,,
HELHEIM HASSLE,2021-01-20,,,,ADVENTURE,PC,PERFECTLY PARANORMAL,PERFECTLY PARANORMAL,,0.0,0.0
HELI HEROES,2013-11-01,,28.0,,,,,,,,
HELIBORNE,2016-02-15,,6.0,,,,,,,,
HELICOPTER SIMULATOR 2014: SEARCH AND RESCUE,2014-02-28,,5.0,,,,,,,,
HELIX,2008-08-25,,,,DANCING,WII,GHOSTFIRE GAMES,GHOSTFIRE GAMES,RATED E FOR EVERYONE,0.0,0.0
HELIX,2014-10-16,,,,ACTION,IOS (IPHONE/IPAD),,,,0.0,0.0
HELL DIVISION,2022-06-02,,3.0,,,,,,,,
HELL GIRLS,2017-01-12,,43.0,,,,,,,,
HELL IS OTHER DEMONS,2019-04-18,,19.0,,,,,,,,
HELL IS OTHERS,2022-10-20,,6.0,,,,,,,,
HELL LET LOOSE,2019-06-06,,79.0,77.0,,,,,,,
HELL LET LOOSE,2021-07-27,,,,TACTICAL FPS,PC,BLACK MATTER,TEAM17,,6.7,122.0
HELL PIE,2022-07-21,,7.0,68.0,,,,,,,
HELL PIE,2022-07-21,,,,3D PLATFORMER,PC,SLUGGERFLY,HEADUP GAMES,,7.9,10.0
HELL YEAH! POCKET INFERNO,2013-02-21,,,,ACTION,IOS (IPHONE/IPAD),,,,0.0,0.0
HELL YEAH! WRATH OF THE DEAD RABBIT,2012-09-25,TEEN,293.0,64.0,,,,,,,
